policy_number,policy_state,policy_csl,policy_deductible,policy_annual_premium,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
445694,IL,250/500,1000,1193.45,2015-01-24,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,4554 Sky Ave,11,1,Unknown,2,1,Yes,58800.0,11760.0,5880.0,41160.0,Nissan,Pathfinder,1997,No
215534,IL,250/500,1000,1437.53,2015-02-02,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,PA,Northbrook,5201 Texas Hwy,6,3,Unknown,0,2,No,53730.0,11940.0,5970.0,35820.0,Dodge,RAM,2013,Yes
232854,IL,100/300,2000,1304.83,2015-01-09,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Arlington,3982 Weaver Lane,18,1,No,0,0,No,60600.0,5050.0,10100.0,45450.0,Honda,Civic,2001,No
168260,OH,250/500,1000,1168.8,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,3660 Andromedia Hwy,11,1,Unknown,0,3,Yes,35750.0,6500.0,3250.0,26000.0,Mercedes,E400,2001,No
538955,IN,100/300,1000,1164.97,2015-01-17,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,7135 Flute Lane,17,1,Unknown,1,2,Yes,42840.0,3570.0,7140.0,32130.0,Chevrolet,Silverado,2004,No
243226,IL,250/500,1000,1232.72,2015-02-09,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Springfield,4414 Solo Drive,21,3,Unknown,1,0,No,87960.0,14660.0,14660.0,58640.0,Jeep,Wrangler,1999,Yes
246435,IL,250/500,2000,1800.76,2015-01-14,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Hillsdale,2920 5th Ave,0,3,No,1,0,No,47800.0,4780.0,4780.0,38240.0,Jeep,Grand Cherokee,2009,No
582480,IL,500/1000,500,1187.01,2015-02-02,Vehicle Theft,Unknown,Trivial Damage,Police,NY,Northbrook,2986 MLK Drive,9,1,No,0,1,Unknown,3840.0,640.0,640.0,2560.0,Chevrolet,Tahoe,2014,No
345539,IN,100/300,1000,1559.34,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,1580 Maple Lane,1,1,No,0,2,Unknown,77000.0,14000.0,7000.0,56000.0,Acura,RSX,2004,No
924318,IL,250/500,2000,1137.02,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,3706 Texas Hwy,22,1,Yes,1,3,Unknown,88110.0,16020.0,16020.0,56070.0,Audi,A5,2003,No
726880,IN,100/300,1000,1281.72,2015-02-13,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbend,9109 Britain Drive,20,4,No,0,2,Yes,47740.0,4340.0,4340.0,39060.0,Honda,Civic,2005,No
190588,OH,100/300,1000,796.35,2015-02-20,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Northbend,2290 4th Ave,9,3,Yes,2,1,Yes,58960.0,5360.0,10720.0,42880.0,Ford,F150,2004,No
246705,OH,250/500,500,1270.02,2015-01-08,Parked Car,Unknown,Minor Damage,Police,NC,Northbrook,4232 Britain Ridge,5,1,No,1,2,Unknown,2160.0,480.0,240.0,1440.0,Toyota,Corolla,2004,No
619589,IL,100/300,1000,1383.13,2015-02-28,Vehicle Theft,Unknown,Trivial Damage,Police,SC,Riverwood,6677 Andromedia Drive,12,1,Yes,1,1,Unknown,6890.0,530.0,1060.0,5300.0,Jeep,Grand Cherokee,1997,No
164988,IL,100/300,2000,1290.74,2015-02-12,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,5868 Sky Hwy,6,3,No,2,0,Yes,78870.0,7170.0,14340.0,57360.0,Subaru,Legacy,2013,No
729534,IN,100/300,1000,1216.68,2015-01-06,Vehicle Theft,Unknown,Trivial Damage,Police,SC,Columbus,3053 Lincoln Drive,8,1,No,1,1,No,2700.0,300.0,300.0,2100.0,Ford,F150,2013,No
505014,IL,100/300,500,1251.16,2015-02-15,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Riverwood,7041 Tree Ridge,14,1,Unknown,0,1,No,75960.0,6330.0,6330.0,63300.0,Jeep,Grand Cherokee,2010,No
920826,IN,250/500,2000,1586.41,2015-01-20,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,7223 Embaracadero St,10,1,Yes,1,3,Unknown,75570.0,6870.0,13740.0,54960.0,BMW,X5,2010,Yes
534982,IL,500/1000,2000,1526.11,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Columbus,8081 Flute Ridge,12,1,Unknown,2,3,Yes,90240.0,15040.0,15040.0,60160.0,Chevrolet,Malibu,1995,No
110408,IN,100/300,1000,1028.44,2015-01-26,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Springfield,8618 Texas Lane,12,1,Unknown,0,0,No,80960.0,14720.0,7360.0,58880.0,Acura,MDX,2000,No
283052,IL,100/300,1000,1555.94,2015-01-25,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Riverwood,3508 Washington St,12,3,No,1,3,Yes,79080.0,6590.0,13180.0,59310.0,Mercedes,C300,2012,No
840806,IN,500/1000,2000,1570.77,2015-01-18,Vehicle Theft,Unknown,Minor Damage,Unknown,SC,Columbus,2193 4th Ridge,13,1,No,0,3,No,6820.0,1240.0,620.0,4960.0,Mercedes,ML350,2009,No
382394,OH,100/300,2000,1170.53,2015-01-12,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Northbend,8897 Sky St,17,3,No,1,2,Yes,62590.0,5690.0,11380.0,45520.0,Nissan,Pathfinder,2006,No
876699,OH,250/500,1000,1099.95,2015-01-15,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Arlington,9611 Pine Ridge,14,1,No,1,0,Yes,52400.0,6550.0,6550.0,39300.0,Acura,MDX,2005,Yes
871432,IL,250/500,2000,1472.43,2015-01-10,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Arlington,7825 1st Ridge,3,3,Unknown,1,3,Yes,63580.0,5780.0,11560.0,46240.0,Volkswagen,Jetta,2004,No
379882,IL,250/500,500,1275.62,2015-01-23,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,3039 Oak Hwy,18,3,Yes,2,1,No,61400.0,6140.0,6140.0,49120.0,Nissan,Ultima,1995,No
852002,IL,250/500,1000,1292.3,2015-02-21,Parked Car,Unknown,Minor Damage,Unknown,VA,Northbend,8204 Pine Lane,5,1,Yes,1,3,No,4700.0,940.0,470.0,3290.0,Dodge,Neon,2007,Yes
372891,IN,250/500,2000,1009.37,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,9787 Andromedia Ave,19,1,No,0,2,Yes,74140.0,13480.0,13480.0,47180.0,BMW,X5,2015,No
689034,OH,500/1000,500,1093.07,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,Hillsdale,9633 Rock Hwy,0,1,Unknown,2,2,No,83160.0,6930.0,13860.0,62370.0,Volkswagen,Jetta,2011,No
743092,OH,250/500,1000,1325.44,2015-02-18,Parked Car,Unknown,Trivial Damage,Police,NC,Arlington,6303 1st Drive,22,1,Unknown,0,2,Yes,10790.0,1660.0,830.0,8300.0,Mercedes,E400,2013,No
599174,IL,100/300,2000,1017.18,2015-02-17,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,2014 Rock Ave,21,3,Yes,1,3,No,48070.0,8740.0,8740.0,30590.0,Saab,92x,2014,No
421092,OH,100/300,1000,1221.17,2015-01-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Northbrook,8983 Tree St,4,3,Yes,0,0,Yes,51030.0,5670.0,11340.0,34020.0,Subaru,Impreza,1996,No
349658,IN,100/300,500,1927.87,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Arlington,6260 5th Lane,10,1,Yes,0,1,Unknown,43280.0,0.0,5410.0,37870.0,Honda,Civic,1996,Yes
811042,IN,250/500,1000,978.27,2015-02-03,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Hillsdale,2725 Britain Ridge,5,1,Unknown,1,3,No,76400.0,15280.0,7640.0,53480.0,Subaru,Forrestor,2003,No
505316,IN,100/300,2000,1221.14,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Hillsdale,3089 Oak Ridge,13,1,Unknown,0,2,Unknown,75460.0,13720.0,13720.0,48020.0,Audi,A5,2002,No
116645,OH,100/300,2000,1255.62,2015-02-02,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,Northbrook,6206 3rd Ridge,18,3,Yes,2,1,Yes,69000.0,13800.0,6900.0,48300.0,Ford,F150,1995,Yes
950880,IN,250/500,500,999.52,2015-01-13,Vehicle Theft,Unknown,Minor Damage,Police,VA,Springfield,7240 5th Ridge,6,1,Unknown,1,2,No,8640.0,1440.0,720.0,6480.0,Acura,TL,2008,No
788502,OH,250/500,500,1380.89,2015-02-28,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Arlington,8100 3rd Ave,0,3,Unknown,2,1,Unknown,67210.0,12220.0,12220.0,42770.0,BMW,X6,1996,No
627486,IN,500/1000,500,1010.77,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Arlington,3282 4th Lane,5,3,Unknown,0,3,No,42500.0,4250.0,4250.0,34000.0,Volkswagen,Jetta,1999,No
498842,OH,100/300,500,1205.86,2015-02-01,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Arlington,3227 Maple Ave,8,1,Yes,0,1,No,86400.0,14400.0,7200.0,64800.0,Acura,RSX,2001,No
550294,IL,500/1000,1000,1526.61,2015-01-30,Vehicle Theft,Unknown,Minor Damage,Police,SC,Hillsdale,4264 Lincoln Ridge,5,1,Yes,2,2,Unknown,4620.0,840.0,840.0,2940.0,Dodge,RAM,2009,Yes
328387,IL,100/300,1000,1496.44,2015-02-16,Parked Car,Unknown,Trivial Damage,Police,NC,Springfield,2215 Best Ave,9,1,Yes,2,2,No,6930.0,630.0,1260.0,5040.0,Honda,CRV,2013,No
540152,IL,100/300,500,1256.2,2015-01-07,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,5363 Weaver Lane,10,3,Yes,1,2,Yes,41700.0,8340.0,8340.0,25020.0,Saab,95,2013,No
385932,IL,100/300,500,1268.35,2015-01-10,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Northbrook,2397 Cherokee Ave,16,1,Yes,2,1,No,77330.0,14060.0,14060.0,49210.0,Volkswagen,Jetta,2014,Yes
618682,IN,500/1000,2000,1421.59,2015-01-31,Vehicle Theft,Unknown,Trivial Damage,Police,WV,Arlington,9794 Embaracadero St,8,1,Unknown,2,3,Yes,4950.0,900.0,450.0,3600.0,Ford,F150,2011,No
550930,IL,500/1000,500,1500.04,2015-02-13,Vehicle Theft,Unknown,Minor Damage,Police,NC,Northbrook,1810 Elm Hwy,5,1,No,0,2,Yes,5160.0,860.0,860.0,3440.0,Acura,TL,2004,No
998192,IL,100/300,500,1433.24,2015-02-22,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Riverwood,9603 Texas Lane,11,3,No,2,1,Unknown,24570.0,2730.0,2730.0,19110.0,Saab,95,2006,Yes
663938,IN,100/300,2000,1231.25,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Arlington,5650 Sky Drive,15,3,Unknown,1,0,Unknown,53680.0,4880.0,9760.0,39040.0,Toyota,Camry,2011,No
756870,IN,500/1000,500,1135.43,2015-02-04,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Columbus,9633 MLK Lane,23,3,Yes,1,1,Yes,42900.0,3900.0,3900.0,35100.0,Chevrolet,Malibu,2010,No
337158,OH,250/500,2000,945.73,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,4981 Flute Hwy,23,1,No,0,0,No,84100.0,16820.0,8410.0,58870.0,Ford,Escape,2009,Yes
919875,IN,100/300,2000,1118.76,2015-02-26,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbrook,9078 Francis Ridge,23,1,Unknown,1,3,Unknown,61560.0,6840.0,6840.0,47880.0,Ford,Fusion,2008,No
315631,IN,500/1000,2000,1231.98,2015-01-08,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,1381 Francis Ave,10,1,Yes,0,0,Unknown,44240.0,5530.0,5530.0,33180.0,Dodge,RAM,1997,No
113464,IN,500/1000,2000,1005.47,2015-02-15,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,Columbus,6435 Texas Ave,12,4,Unknown,2,3,Yes,57700.0,11540.0,5770.0,40390.0,Jeep,Grand Cherokee,2002,No
556415,OH,100/300,2000,1108.97,2015-01-14,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Springfield,1248 MLK Ridge,4,1,No,2,2,Yes,108030.0,16620.0,16620.0,74790.0,Saab,92x,2002,No
250249,IN,100/300,500,1392.39,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,3323 1st Lane,16,1,No,2,0,Yes,54300.0,10860.0,5430.0,38010.0,Toyota,Highlander,2010,No
403776,IN,100/300,2000,1317.97,2015-01-18,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Columbus,6971 Best Ridge,18,3,Unknown,1,2,Unknown,32280.0,5380.0,5380.0,21520.0,Ford,Fusion,2010,Yes
396002,IN,250/500,1000,1588.22,2015-01-15,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,7488 Lincoln Lane,15,3,Yes,1,1,No,84600.0,16920.0,8460.0,59220.0,Chevrolet,Malibu,2007,No
976908,IL,250/500,500,900.02,2015-02-24,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,9007 Francis Hwy,8,1,No,1,3,Yes,69700.0,6970.0,6970.0,55760.0,BMW,3 Series,2008,No
509489,OH,100/300,1000,1744.64,2015-02-07,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,1491 Francis Ridge,4,3,No,0,1,No,36400.0,3640.0,7280.0,25480.0,Volkswagen,Jetta,1998,No
485295,OH,250/500,1000,1260.56,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,3659 Oak Lane,20,3,No,0,2,Yes,37520.0,4690.0,4690.0,28140.0,Jeep,Wrangler,2010,No
361829,OH,500/1000,2000,1021.14,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Northbend,4176 Britain Hwy,1,3,No,2,3,Unknown,79090.0,14380.0,14380.0,50330.0,Dodge,RAM,2014,No
603632,OH,250/500,2000,1285.09,2015-02-28,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Springfield,5189 Francis Drive,19,1,No,0,2,Yes,67770.0,7530.0,15060.0,45180.0,Mercedes,ML350,2013,Yes
783494,OH,100/300,500,1537.07,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,Northbend,6515 Oak Lane,11,1,No,1,0,No,47400.0,9480.0,4740.0,33180.0,Chevrolet,Silverado,2004,Yes
439049,IN,100/300,1000,1022.42,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Northbend,7168 Andromedia Ridge,13,1,Yes,0,2,Unknown,71100.0,7110.0,14220.0,49770.0,Audi,A3,2008,No
502634,OH,100/300,2000,1558.86,2015-02-17,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,7954 Tree Ridge,2,1,Unknown,2,2,No,69400.0,13880.0,6940.0,48580.0,BMW,M5,2012,No
378588,OH,500/1000,500,1757.87,2015-01-17,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Northbrook,1956 Apache St,9,3,Yes,2,1,Unknown,55000.0,5000.0,10000.0,40000.0,Saab,93,1996,Yes
794731,IN,250/500,1000,973.5,2015-02-02,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,9918 Andromedia Drive,15,2,Yes,1,3,Yes,51090.0,7860.0,7860.0,35370.0,Toyota,Highlander,2003,No
641934,OH,500/1000,500,1430.8,2015-02-12,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,5499 Flute Ridge,23,1,Unknown,2,3,No,64200.0,6420.0,19260.0,38520.0,Honda,Civic,2007,Yes
113516,IL,500/1000,500,1192.27,2015-01-04,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Riverwood,3311 2nd Drive,16,1,No,2,0,Yes,67320.0,12240.0,12240.0,42840.0,Ford,Fusion,2006,No
425631,IL,250/500,500,1163.83,2015-02-21,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,Arlington,7609 Rock St,21,4,Yes,2,0,Unknown,76120.0,6920.0,13840.0,55360.0,Audi,A5,1999,No
542245,OH,500/1000,1000,1003.15,2015-01-23,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Hillsdale,4652 Flute Drive,21,2,Yes,2,1,No,85020.0,13080.0,13080.0,58860.0,Ford,Fusion,2010,No
512894,OH,250/500,2000,1153.54,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,6853 Sky Hwy,3,3,No,0,1,Unknown,68090.0,12380.0,12380.0,43330.0,Toyota,Corolla,2009,No
633090,IL,100/300,1000,1631.1,2015-01-23,Parked Car,Unknown,Trivial Damage,Police,WV,Arlington,7780 Flute Lane,4,1,Unknown,1,2,No,6030.0,670.0,670.0,4690.0,Nissan,Pathfinder,2007,No
464234,IL,500/1000,1000,1252.48,2015-02-10,Vehicle Theft,Unknown,Minor Damage,Unknown,OH,Springfield,1687 3rd Lane,17,1,Unknown,1,3,No,5100.0,1020.0,510.0,3570.0,Chevrolet,Malibu,2000,No
290162,IN,100/300,1000,1677.26,2015-01-10,Vehicle Theft,Unknown,Trivial Damage,Police,WV,Springfield,6378 Britain Ave,7,1,Yes,1,3,Yes,4590.0,510.0,510.0,3570.0,Volkswagen,Jetta,2013,No
638155,IL,250/500,1000,979.73,2015-02-12,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Columbus,1306 Andromedia St,14,2,Unknown,1,2,No,72400.0,7240.0,14480.0,50680.0,Chevrolet,Tahoe,1999,Yes
911429,IN,250/500,500,989.24,2015-02-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,3664 Francis Ridge,13,1,No,2,3,No,70900.0,14180.0,7090.0,49630.0,Mercedes,ML350,2002,No
106186,IL,500/1000,1000,1389.86,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,5985 Lincoln Lane,23,2,Unknown,2,3,Yes,65100.0,6510.0,6510.0,52080.0,Saab,93,2011,No
311783,OH,100/300,500,1233.85,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,Hillsdale,3706 4th Hwy,23,3,Unknown,2,1,Yes,64260.0,0.0,14280.0,49980.0,Ford,Escape,1999,No
528385,IL,500/1000,500,1320.39,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,6603 Francis Hwy,16,1,Unknown,2,1,Unknown,79970.0,7270.0,21810.0,50890.0,Honda,CRV,1996,Yes
228403,IN,100/300,1000,1435.09,2015-01-11,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbrook,7069 4th Hwy,17,1,No,2,0,Unknown,56610.0,6290.0,6290.0,44030.0,Chevrolet,Tahoe,1995,No
209177,IN,500/1000,500,1448.54,2015-02-11,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,5093 Flute Lane,9,1,Yes,1,1,Unknown,84590.0,7690.0,7690.0,69210.0,Toyota,Highlander,2000,Yes
497929,OH,250/500,500,1733.56,2015-01-09,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,5894 Flute Drive,13,3,No,2,1,Yes,66780.0,7420.0,14840.0,44520.0,Mercedes,ML350,1996,No
735844,IN,100/300,500,1533.07,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Springfield,8459 Apache Ave,13,1,Yes,1,2,Yes,58500.0,0.0,6500.0,52000.0,Ford,Escape,2001,No
710741,IL,100/300,500,1106.77,2015-02-26,Parked Car,Unknown,Trivial Damage,Police,WV,Columbus,7447 Lincoln Ridge,3,1,Unknown,2,0,No,5000.0,500.0,500.0,4000.0,Dodge,RAM,2003,No
276804,IL,100/300,500,995.7,2015-02-02,Parked Car,Unknown,Trivial Damage,Police,PA,Springfield,1821 Andromedia Ridge,3,1,Unknown,2,1,Unknown,5000.0,500.0,1000.0,3500.0,Mercedes,E400,2008,Yes
507545,IL,250/500,1000,1298.85,2015-01-04,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,6859 Flute Ridge,16,3,Unknown,1,3,Yes,54450.0,6050.0,12100.0,36300.0,Saab,92x,2007,No
485642,OH,250/500,1000,1276.73,2015-02-19,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,4175 Elm Ridge,12,3,No,1,3,Unknown,61920.0,6880.0,6880.0,48160.0,Saab,93,2003,No
796375,OH,250/500,2000,1202.28,2015-01-12,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Hillsdale,5007 Oak St,4,1,Unknown,1,2,No,43700.0,4370.0,4370.0,34960.0,Nissan,Pathfinder,2007,Yes
171183,IN,100/300,500,671.92,2015-01-24,Single Vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,5790 Flute Ridge,3,1,Unknown,2,0,Unknown,64080.0,7120.0,7120.0,49840.0,Ford,Escape,1997,No
110084,IL,250/500,1000,1358.03,2015-02-17,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,8704 Britain Lane,0,1,No,2,1,Unknown,55000.0,10000.0,10000.0,35000.0,Volkswagen,Jetta,2008,Yes
714784,IN,250/500,1000,1008.79,2015-01-13,Vehicle Theft,Unknown,Trivial Damage,Police,WV,Columbus,7816 MLK Lane,19,1,No,2,3,Unknown,4400.0,0.0,550.0,3850.0,Toyota,Camry,2000,No
143924,OH,100/300,1000,1141.1,2015-02-28,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,3618 Maple Lane,15,2,Unknown,0,1,Yes,71640.0,5970.0,11940.0,53730.0,Toyota,Highlander,2008,No
996850,OH,100/300,1000,1397.0,2015-01-03,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,Arlington,7705 Lincoln Drive,6,1,No,1,0,No,61740.0,6860.0,6860.0,48020.0,Acura,MDX,1997,No
284834,OH,500/1000,1000,1664.66,2015-02-05,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Springfield,8602 Washington Ridge,3,1,Unknown,0,3,Unknown,57500.0,5750.0,5750.0,46000.0,Audi,A3,2010,No
830878,IN,250/500,1000,1151.39,2015-01-01,Parked Car,Unknown,Minor Damage,Police,NY,Springfield,2832 Andromedia Lane,17,1,Yes,0,0,Unknown,8700.0,870.0,1740.0,6090.0,Acura,RSX,2003,No
270208,OH,100/300,2000,1546.01,2015-01-06,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Riverwood,9760 4th Hwy,4,4,No,2,1,Unknown,77100.0,15420.0,7710.0,53970.0,Volkswagen,Jetta,1996,No
407958,IL,250/500,500,1063.67,2015-02-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,2509 Rock Drive,14,1,No,2,0,Yes,59400.0,6600.0,6600.0,46200.0,Dodge,Neon,1995,No
832300,IN,100/300,1000,709.14,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,2063 Weaver St,3,3,No,1,0,No,54890.0,9980.0,4990.0,39920.0,Toyota,Corolla,2006,No
927205,IL,250/500,500,1039.55,2015-02-16,Multi-vehicle Collision,Front Collision,Minor Damage,Other,WV,Columbus,3818 Texas Ridge,4,3,Unknown,2,1,Unknown,74030.0,6730.0,13460.0,53840.0,Chevrolet,Tahoe,2005,No
655356,IL,250/500,500,1339.39,2015-02-25,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,3929 Elm Ave,13,1,Unknown,1,2,Yes,61490.0,11180.0,11180.0,39130.0,BMW,X5,1998,No
831053,IN,250/500,1000,1202.75,2015-01-21,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Northbrook,9911 Britain Lane,23,3,No,0,2,Yes,79560.0,6630.0,13260.0,59670.0,Volkswagen,Passat,2003,No
432740,IL,100/300,2000,1081.17,2015-01-28,Parked Car,Unknown,Minor Damage,Police,NY,Northbend,3246 Britain Ridge,3,1,Unknown,0,1,No,4900.0,490.0,490.0,3920.0,Toyota,Camry,2010,No
893853,IL,250/500,500,991.39,2015-02-27,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,2696 Cherokee Ridge,0,3,Unknown,1,0,No,77770.0,14140.0,14140.0,49490.0,Nissan,Pathfinder,2000,No
594988,IN,500/1000,500,984.02,2015-02-10,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Columbus,5249 4th Ave,14,2,Unknown,2,2,Unknown,74700.0,7470.0,14940.0,52290.0,Nissan,Maxima,2007,Yes
979544,IL,100/300,500,1354.83,2015-01-18,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,4721 Cherokee Hwy,14,2,No,2,2,Unknown,40600.0,4060.0,4060.0,32480.0,Volkswagen,Passat,2010,No
191891,OH,100/300,1000,830.31,2015-01-13,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Springfield,8212 Flute Ridge,22,1,Unknown,1,0,Unknown,45270.0,10060.0,10060.0,25150.0,Jeep,Wrangler,2006,No
831479,IL,100/300,2000,987.42,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,3592 MLK Ridge,17,3,No,0,3,Unknown,47080.0,4280.0,8560.0,34240.0,Saab,93,2006,No
714346,OH,500/1000,500,1119.29,2015-01-15,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,6494 4th Ave,14,1,Unknown,0,0,No,40700.0,4070.0,4070.0,32560.0,Volkswagen,Passat,2000,Yes
326289,OH,100/300,500,1048.39,2015-02-13,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,6608 Apache Lane,2,1,Unknown,2,1,Yes,34650.0,6300.0,3150.0,25200.0,Ford,F150,1996,No
944537,OH,500/1000,1000,1074.47,2015-02-13,Parked Car,Unknown,Trivial Damage,Police,WV,Riverwood,1553 Lincoln St,4,1,Unknown,2,0,Unknown,3200.0,400.0,400.0,2400.0,Jeep,Grand Cherokee,2012,No
779156,IL,500/1000,1000,1230.76,2015-01-03,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,7628 4th Lane,2,1,Unknown,1,1,No,78980.0,7180.0,14360.0,57440.0,Saab,92x,1997,Yes
856153,OH,500/1000,500,1255.02,2015-01-13,Parked Car,Unknown,Minor Damage,Unknown,SC,Riverwood,3028 5th St,10,1,Yes,1,0,No,6160.0,560.0,1120.0,4480.0,Nissan,Ultima,1996,No
473338,IN,100/300,1000,1555.52,2015-02-14,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Northbrook,8949 Rock Hwy,11,1,Yes,1,1,No,85250.0,15500.0,7750.0,62000.0,Mercedes,E400,1999,No
